"","GOID","Term","Pvalue.RNA","Pvalue.ATAC","Ontology","lipid.related"
"regulation of cardiac muscle tissue development","GO:0055024","regulation of cardiac muscle tissue development",3.83938284466544e-05,0.00271481462299282,"BP",FALSE
"positive regulation of cardiac muscle tissue development","GO:0055025","positive regulation of cardiac muscle tissue development",0.000898660718352708,0.000319328913082722,"BP",FALSE
"digestive system development","GO:0055123","digestive system development",0.019235280888242,2.12150510052396e-06,"BP",FALSE
"roof of mouth development","GO:0060021","roof of mouth development",0.00582324224477481,1.95669177578378e-06,"BP",FALSE
"pharyngeal system development","GO:0060037","pharyngeal system development",0.00522029796092808,0.00164766308787124,"BP",FALSE
"cardiac muscle cell proliferation","GO:0060038","cardiac muscle cell proliferation",0.00626959709663673,0.000889406585810294,"BP",FALSE
"pericardium development","GO:0060039","pericardium development",0.0289443661691457,0.0112037101030195,"BP",FALSE
"retina development in camera-type eye","GO:0060041","retina development in camera-type eye",0.000929968851108247,9.33767281970374e-05,"BP",FALSE
"retina morphogenesis in camera-type eye","GO:0060042","retina morphogenesis in camera-type eye",0.000518103382710909,0.00898883629086286,"BP",FALSE
"regulation of cardiac muscle cell proliferation","GO:0060043","regulation of cardiac muscle cell proliferation",0.00969440451368745,0.00716765124221457,"BP",FALSE
"positive regulation of cardiac muscle cell proliferation","GO:0060045","positive regulation of cardiac muscle cell proliferation",0.0143005954166259,0.00143927500157597,"BP",FALSE
"embryonic retina morphogenesis in camera-type eye","GO:0060059","embryonic retina morphogenesis in camera-type eye",0.0205475314269464,0.00503230135412758,"BP",FALSE
"canonical Wnt signaling pathway","GO:0060070","canonical Wnt signaling pathway",7.21810139711708e-05,8.48602239717424e-05,"BP",FALSE
"inner ear receptor cell differentiation","GO:0060113","inner ear receptor cell differentiation",0.00613154424186614,0.0397519023756296,"BP",FALSE
"limb development","GO:0060173","limb development",0.000591805803629298,7.7830865950724e-10,"BP",FALSE
"regulation of glial cell proliferation","GO:0060251","regulation of glial cell proliferation",0.0380108036249543,0.0169700592819155,"BP",FALSE
"regulation of cell development","GO:0060284","regulation of cell development",1.13007960443002e-20,6.48422422002525e-18,"BP",FALSE
"long-term synaptic potentiation","GO:0060291","long-term synaptic potentiation",0.000102674782645994,0.0206379984783492,"BP",FALSE
"cardiac epithelial to mesenchymal transition","GO:0060317","cardiac epithelial to mesenchymal transition",0.0102269175587146,0.0238936971275503,"BP",FALSE
"head development","GO:0060322","head development",2.29150563677925e-13,1.52858587006003e-22,"BP",FALSE
"face development","GO:0060324","face development",0.0233261676979072,4.42660547609211e-05,"BP",FALSE
"regulation of cellular localization","GO:0060341","regulation of cellular localization",7.75357290877359e-10,0.0221604420122022,"BP",FALSE
"bone development","GO:0060348","bone development",3.43219659245068e-06,0.000607776000650646,"BP",FALSE
"bone morphogenesis","GO:0060349","bone morphogenesis",0.000976619231333487,0.000546294421073106,"BP",FALSE
"endochondral bone morphogenesis","GO:0060350","endochondral bone morphogenesis",0.000273864886954966,0.00381265753955362,"BP",FALSE
"pathway-restricted SMAD protein phosphorylation","GO:0060389","pathway-restricted SMAD protein phosphorylation",0.0160887296919985,0.0228664314300259,"BP",FALSE
"regulation of pathway-restricted SMAD protein phosphorylation","GO:0060393","regulation of pathway-restricted SMAD protein phosphorylation",0.0172692820248544,0.00716765124221457,"BP",FALSE
"SMAD protein signal transduction","GO:0060395","SMAD protein signal transduction",0.00184207360482952,0.00582751538763994,"BP",FALSE
"cardiac septum morphogenesis","GO:0060411","cardiac septum morphogenesis",7.86377359970219e-06,3.70498208879056e-07,"BP",FALSE
"ventricular septum morphogenesis","GO:0060412","ventricular septum morphogenesis",0.00519770560082997,0.00025408314447581,"BP",FALSE
"muscle tissue morphogenesis","GO:0060415","muscle tissue morphogenesis",0.00181812873482716,0.0432223172727858,"BP",FALSE
"heart growth","GO:0060419","heart growth",0.000104167531202008,0.000759165352695831,"BP",FALSE
"regulation of heart growth","GO:0060420","regulation of heart growth",0.00134755710940742,0.004668979415779,"BP",FALSE
"positive regulation of heart growth","GO:0060421","positive regulation of heart growth",0.000737470563399721,0.00138086289102152,"BP",FALSE
"epithelium development","GO:0060429","epithelium development",1.02672708931852e-07,1.11053814259515e-20,"BP",FALSE
"trachea development","GO:0060438","trachea development",0.0420351440528212,0.00500463848797564,"BP",FALSE
"mesenchyme development","GO:0060485","mesenchyme development",0.000936605063307651,2.57029316174594e-13,"BP",FALSE
"prostate gland morphogenesis","GO:0060512","prostate gland morphogenesis",0.0281887448653211,9.39591082931115e-05,"BP",FALSE
"prostatic bud formation","GO:0060513","prostatic bud formation",0.0398178288723573,0.00106941130792307,"BP",FALSE
"trachea cartilage development","GO:0060534","trachea cartilage development",0.049250259958429,0.00290294497694093,"BP",FALSE
"muscle tissue development","GO:0060537","muscle tissue development",2.04907263108557e-14,3.24917832369884e-06,"BP",FALSE
"skeletal muscle organ development","GO:0060538","skeletal muscle organ development",7.74670094542626e-09,0.000268365312033611,"BP",FALSE
"respiratory system development","GO:0060541","respiratory system development",0.00037465392176022,6.05632899611687e-11,"BP",FALSE
"negative regulation of cell death","GO:0060548","negative regulation of cell death",2.95204436189009e-08,6.79770657222505e-05,"BP",FALSE
"developmental growth involved in morphogenesis","GO:0060560","developmental growth involved in morphogenesis",6.8776384925129e-05,1.13843008631823e-07,"BP",FALSE
"apoptotic process involved in morphogenesis","GO:0060561","apoptotic process involved in morphogenesis",0.00683410849735502,0.000505771342235675,"BP",FALSE
"epithelial tube morphogenesis","GO:0060562","epithelial tube morphogenesis",0.0167943824055603,7.02386373906125e-08,"BP",FALSE
"neuroepithelial cell differentiation","GO:0060563","neuroepithelial cell differentiation",0.00830546304838477,0.00040237604177478,"BP",FALSE
"morphogenesis of an epithelial fold","GO:0060571","morphogenesis of an epithelial fold",0.00260214256241936,0.000254297301115904,"BP",FALSE
"morphogenesis of an epithelial bud","GO:0060572","morphogenesis of an epithelial bud",0.00782392000447204,0.000230090123024787,"BP",FALSE
"lateral sprouting from an epithelium","GO:0060601","lateral sprouting from an epithelium",0.0418109272815949,0.000179068039830873,"BP",FALSE
"placenta blood vessel development","GO:0060674","placenta blood vessel development",0.0287420913180904,0.0332778862169197,"BP",FALSE
"ureteric bud morphogenesis","GO:0060675","ureteric bud morphogenesis",0.000722996790865777,3.36006368105413e-05,"BP",FALSE
"regulation of prostatic bud formation","GO:0060685","regulation of prostatic bud formation",0.0131773480442803,0.0147946558383079,"BP",FALSE
"negative regulation of prostatic bud formation","GO:0060686","negative regulation of prostatic bud formation",0.0364675148946761,0.0102959999552838,"BP",FALSE
"regulation of morphogenesis of a branching structure","GO:0060688","regulation of morphogenesis of a branching structure",0.00911117432586221,0.000874477169548166,"BP",FALSE
"cell differentiation involved in embryonic placenta development","GO:0060706","cell differentiation involved in embryonic placenta development",0.0292704442698139,0.0109397083460076,"BP",FALSE
"labyrinthine layer development","GO:0060711","labyrinthine layer development",0.0175595939686809,5.78097950134333e-05,"BP",FALSE
"labyrinthine layer morphogenesis","GO:0060713","labyrinthine layer morphogenesis",0.0415613583135144,0.00177996536344731,"BP",FALSE
"labyrinthine layer blood vessel development","GO:0060716","labyrinthine layer blood vessel development",0.0121637619536248,0.0459691960369806,"BP",FALSE
"prostate gland epithelium morphogenesis","GO:0060740","prostate gland epithelium morphogenesis",0.0386256029220146,6.76260728150222e-05,"BP",FALSE
"ectodermal placode formation","GO:0060788","ectodermal placode formation",0.0137330977259308,0.000224711392808814,"BP",FALSE
"cell fate commitment involved in formation of primary germ layer","GO:0060795","cell fate commitment involved in formation of primary germ layer",0.0072036045308502,0.00144643865861361,"BP",FALSE
"regulation of canonical Wnt signaling pathway","GO:0060828","regulation of canonical Wnt signaling pathway",0.00375692755565293,0.00182458677600529,"BP",FALSE
"artery development","GO:0060840","artery development",0.00416758065011649,1.11251318277691e-05,"BP",FALSE
"venous blood vessel development","GO:0060841","venous blood vessel development",0.0139710795046763,0.000441430193022441,"BP",FALSE
"regulation of transcription involved in cell fate commitment","GO:0060850","regulation of transcription involved in cell fate commitment",0.0121637619536248,0.0459691960369806,"BP",FALSE
"cell migration involved in heart development","GO:0060973","cell migration involved in heart development",0.0278648989761476,0.00378145361040687,"BP",FALSE
"kidney morphogenesis","GO:0060993","kidney morphogenesis",0.000860088862866679,8.74023215995712e-05,"BP",FALSE
"dendritic spine development","GO:0060996","dendritic spine development",0.000727922648464628,0.0215024582913789,"BP",FALSE
"cell differentiation involved in kidney development","GO:0061005","cell differentiation involved in kidney development",0.0126590673924335,9.76772664618238e-07,"BP",FALSE
"hepaticobiliary system development","GO:0061008","hepaticobiliary system development",0.0407525130806112,0.0362035406435585,"BP",FALSE
"positive regulation of mRNA catabolic process","GO:0061014","positive regulation of mRNA catabolic process",0.0449820516147093,0.00518370040793677,"BP",FALSE
"establishment of endothelial barrier","GO:0061028","establishment of endothelial barrier",0.0026784431881981,0.0132462465760199,"BP",FALSE
"regulation of cartilage development","GO:0061035","regulation of cartilage development",3.79220052723566e-06,7.70252829760335e-05,"BP",FALSE
"positive regulation of cartilage development","GO:0061036","positive regulation of cartilage development",0.00187972659043445,0.00308496710284055,"BP",FALSE
"regulation of branching involved in lung morphogenesis","GO:0061046","regulation of branching involved in lung morphogenesis",0.0242767055563261,0.0412091593790454,"BP",FALSE
"somite development","GO:0061053","somite development",0.0296579489907436,5.32786927189515e-05,"BP",FALSE
"muscle structure development","GO:0061061","muscle structure development",5.55810454540978e-26,1.47959268861313e-07,"BP",FALSE
"pancreas morphogenesis","GO:0061113","pancreas morphogenesis",0.0162034608039239,0.0316910105503374,"BP",FALSE
"endothelial tube morphogenesis","GO:0061154","endothelial tube morphogenesis",0.000608755436744176,0.0195182944441232,"BP",FALSE
"establishment or maintenance of bipolar cell polarity","GO:0061245","establishment or maintenance of bipolar cell polarity",0.0338440038554197,0.0259564077969238,"BP",FALSE
"cell surface receptor signaling pathway involved in heart development","GO:0061311","cell surface receptor signaling pathway involved in heart development",0.0250880607306127,0.0216480545396941,"BP",FALSE
"renal tubule development","GO:0061326","renal tubule development",1.11753109970963e-05,0.000127365367193497,"BP",FALSE
"renal tubule morphogenesis","GO:0061333","renal tubule morphogenesis",5.30591752369398e-05,0.000174862365366087,"BP",FALSE
"neural precursor cell proliferation","GO:0061351","neural precursor cell proliferation",4.59245567520021e-05,9.34340673770871e-10,"BP",FALSE
"regulation of extent of cell growth","GO:0061387","regulation of extent of cell growth",0.0416146897472474,0.000498927169293134,"BP",FALSE
"connective tissue development","GO:0061448","connective tissue development",0.00499472166928464,4.24769658464939e-05,"BP",FALSE
"reproductive system development","GO:0061458","reproductive system development",1.83917447302352e-08,1.49342430490403e-06,"BP",FALSE
"response to anticoagulant","GO:0061476","response to anticoagulant",0.0242767055563261,0.0412091593790454,"BP",FALSE
"hindgut development","GO:0061525","hindgut development",0.0438026968377474,0.0279162487637317,"BP",FALSE
"axon development","GO:0061564","axon development",6.41249541817603e-11,4.5926625818448e-17,"BP",FALSE
"actin filament bundle organization","GO:0061572","actin filament bundle organization",2.04027858649781e-11,0.000898254127175218,"BP",FALSE
"pri-miRNA transcription by RNA polymerase II","GO:0061614","pri-miRNA transcription by RNA polymerase II",2.91868294264824e-06,5.93548367603243e-05,"BP",FALSE
"RNA polymerase II-specific DNA-binding transcription factor binding","GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding",0.0140199826596053,0.00729382947556536,"MF",FALSE
"secondary palate development","GO:0062009","secondary palate development",0.00946476000938505,0.0051421298138394,"BP",FALSE
"positive regulation of small molecule metabolic process","GO:0062013","positive regulation of small molecule metabolic process",0.00144017999338819,0.00672383237505925,"BP",FALSE
"protein localization to postsynapse","GO:0062237","protein localization to postsynapse",2.28888597854785e-05,0.0121603188547051,"BP",FALSE
"biological regulation","GO:0065007","biological regulation",2.03373398851415e-41,6.63892532894581e-11,"BP",FALSE
"regulation of biological quality","GO:0065008","regulation of biological quality",5.48602235408474e-32,0.00267140587288005,"BP",FALSE
"regulation of molecular function","GO:0065009","regulation of molecular function",5.11682956367202e-16,0.000258991327962858,"BP",FALSE
"anchoring junction","GO:0070161","anchoring junction",1.34370351885481e-17,9.96297958039851e-05,"CC",FALSE
"cornification","GO:0070268","cornification",0.00181332164808505,0.00128515333985693,"BP",FALSE
"regulation of stress-activated protein kinase signaling cascade","GO:0070302","regulation of stress-activated protein kinase signaling cascade",0.0047312417593465,0.0163883570990158,"BP",FALSE
"positive regulation of stress-activated protein kinase signaling cascade","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade",0.00492098175827745,0.0264752606190831,"BP",FALSE
"negative regulation of ERK1 and ERK2 cascade","GO:0070373","negative regulation of ERK1 and ERK2 cascade",0.027787931289274,0.00987845186785469,"BP",FALSE
"I-SMAD binding","GO:0070411","I-SMAD binding",0.0339444359469636,0.00657695334344563,"MF",FALSE
"repressing transcription factor binding","GO:0070491","repressing transcription factor binding",0.0369708503728092,1.40410453432001e-05,"MF",FALSE
"regulation of neuron projection regeneration","GO:0070570","regulation of neuron projection regeneration",0.00511768088432862,0.039859079825082,"BP",FALSE
"response to growth factor","GO:0070848","response to growth factor",1.03196815888505e-09,4.1842024209269e-08,"BP",FALSE
"response to epidermal growth factor","GO:0070849","response to epidermal growth factor",0.00692470003880953,0.0200682429160218,"BP",FALSE
"regulation of glycogen metabolic process","GO:0070873","regulation of glycogen metabolic process",0.00652584597639451,0.000478277527325005,"BP",FALSE
"cellular response to chemical stimulus","GO:0070887","cellular response to chemical stimulus",5.41390931475068e-24,0.000939759735101477,"BP",FALSE
"E-box binding","GO:0070888","E-box binding",0.00349946803114419,0.00923746630442944,"MF",FALSE
"neuron death","GO:0070997","neuron death",0.00100699840814406,0.00279688432185055,"BP",FALSE
"regulation of cell cycle arrest","GO:0071156","regulation of cell cycle arrest",0.037470182329054,0.0189854389605673,"BP",FALSE
"positive regulation of cell cycle arrest","GO:0071158","positive regulation of cell cycle arrest",0.0346788548111669,0.0363525837043729,"BP",FALSE
"cellular response to acid chemical","GO:0071229","cellular response to acid chemical",2.53535520436785e-06,0.00549266428579931,"BP",FALSE
"cellular response to lithium ion","GO:0071285","cellular response to lithium ion",0.00494228120452952,0.017421355366685,"BP",FALSE
"cellular response to retinoic acid","GO:0071300","cellular response to retinoic acid",0.00804342714105216,0.0030574516971471,"BP",FALSE
"cellular response to organic substance","GO:0071310","cellular response to organic substance",1.66002749536045e-20,2.82342261011314e-06,"BP",FALSE
"cellular response to growth factor stimulus","GO:0071363","cellular response to growth factor stimulus",5.03462013008228e-09,3.31899818448846e-08,"BP",FALSE
"cellular response to epidermal growth factor stimulus","GO:0071364","cellular response to epidermal growth factor stimulus",0.00711299519588283,0.0166686412385763,"BP",FALSE
"cellular response to steroid hormone stimulus","GO:0071383","cellular response to steroid hormone stimulus",0.000611165758728861,1.84847856519547e-05,"BP",FALSE
"cellular response to lipid","GO:0071396","cellular response to lipid",0.00166476911431408,0.000378470835365521,"BP",TRUE
"cellular response to organic cyclic compound","GO:0071407","cellular response to organic cyclic compound",2.49778485297021e-08,0.0127785331342758,"BP",FALSE
"cellular response to organonitrogen compound","GO:0071417","cellular response to organonitrogen compound",9.67832386595242e-10,0.0136582794147258,"BP",FALSE
"cellular response to endogenous stimulus","GO:0071495","cellular response to endogenous stimulus",9.63409174844237e-23,2.79774871852142e-10,"BP",FALSE
"dopaminergic neuron differentiation","GO:0071542","dopaminergic neuron differentiation",0.0136121265617696,0.00012179132535654,"BP",FALSE
"response to transforming growth factor beta","GO:0071559","response to transforming growth factor beta",8.42115713084852e-08,0.000131187588731478,"BP",FALSE
"cellular response to transforming growth factor beta stimulus","GO:0071560","cellular response to transforming growth factor beta stimulus",8.31818285940895e-07,0.000102005421409539,"BP",FALSE
"otic vesicle development","GO:0071599","otic vesicle development",0.0186723480070648,0.0250537752773779,"BP",FALSE
"otic vesicle morphogenesis","GO:0071600","otic vesicle morphogenesis",0.0141585977154141,0.0160580734987096,"BP",FALSE
"anatomical structure maturation","GO:0071695","anatomical structure maturation",0.00168732608210466,8.35496320386078e-07,"BP",FALSE
"ectodermal placode development","GO:0071696","ectodermal placode development",0.00148134600446738,5.98945709228562e-05,"BP",FALSE
"ectodermal placode morphogenesis","GO:0071697","ectodermal placode morphogenesis",0.00435548757949643,0.000203207683430989,"BP",FALSE
"olfactory placode development","GO:0071698","olfactory placode development",0.00492670895791804,0.0144296508431709,"BP",FALSE
"membrane assembly","GO:0071709","membrane assembly",0.0184038536743293,0.00381484730502823,"BP",FALSE
"response to BMP","GO:0071772","response to BMP",2.49577534925678e-07,2.20091746521348e-05,"BP",FALSE
"cellular response to BMP stimulus","GO:0071773","cellular response to BMP stimulus",2.49577534925678e-07,2.20091746521348e-05,"BP",FALSE
"cellular component organization or biogenesis","GO:0071840","cellular component organization or biogenesis",0.000130730707566977,1.63990686107065e-07,"BP",FALSE
"14-3-3 protein binding","GO:0071889","14-3-3 protein binding",0.000783923248605397,0.0361685893651348,"MF",FALSE
"regulation of protein serine/threonine kinase activity","GO:0071900","regulation of protein serine/threonine kinase activity",2.65212033408094e-08,0.00484034661212053,"BP",FALSE
"positive regulation of protein serine/threonine kinase activity","GO:0071902","positive regulation of protein serine/threonine kinase activity",8.14237884180257e-10,0.035384629164605,"BP",FALSE
"renal system development","GO:0072001","renal system development",1.90451433096389e-05,1.46658696490848e-11,"BP",FALSE
"nephron development","GO:0072006","nephron development",1.67725175620127e-05,6.53262047552395e-09,"BP",FALSE
"nephron epithelium development","GO:0072009","nephron epithelium development",5.76416205060088e-05,3.73494667075156e-08,"BP",FALSE
"nephron morphogenesis","GO:0072028","nephron morphogenesis",5.34415112979253e-05,0.000243320643678609,"BP",FALSE
"kidney epithelium development","GO:0072073","kidney epithelium development",1.3056995040632e-05,9.00098844112723e-13,"BP",FALSE
"nephron tubule morphogenesis","GO:0072078","nephron tubule morphogenesis",0.000197643390815245,0.000211768674183918,"BP",FALSE
"nephron tubule development","GO:0072080","nephron tubule development",7.93797650265546e-06,8.74023215995712e-05,"BP",FALSE
"nephron epithelium morphogenesis","GO:0072088","nephron epithelium morphogenesis",0.000143046387132104,0.000486475548496722,"BP",FALSE
"stem cell proliferation","GO:0072089","stem cell proliferation",0.0426292047827175,1.6930093398811e-07,"BP",FALSE
"regulation of stem cell proliferation","GO:0072091","regulation of stem cell proliferation",0.0464121365188791,0.00012498660283269,"BP",FALSE
"mesenchyme morphogenesis","GO:0072132","mesenchyme morphogenesis",6.78863260996742e-05,0.000536806988990067,"BP",FALSE
"nephron tubule epithelial cell differentiation","GO:0072160","nephron tubule epithelial cell differentiation",0.0196004445444978,0.0352114086341636,"BP",FALSE
"mesonephric epithelium development","GO:0072163","mesonephric epithelium development",7.58065660396379e-05,5.91236761961809e-11,"BP",FALSE
"mesonephric tubule development","GO:0072164","mesonephric tubule development",7.58065660396379e-05,5.91236761961809e-11,"BP",FALSE
"mesonephric tubule morphogenesis","GO:0072171","mesonephric tubule morphogenesis",0.000992472027268945,4.15908345790242e-05,"BP",FALSE
"epithelial tube formation","GO:0072175","epithelial tube formation",0.00216260110697605,4.83841745196633e-08,"BP",FALSE
"regulation of metanephros development","GO:0072215","regulation of metanephros development",0.0415613583135144,0.0137082724381322,"BP",FALSE
"metanephric nephron tubule formation","GO:0072289","metanephric nephron tubule formation",0.0128527725523517,0.0342009134845177,"BP",FALSE
"cardiovascular system development","GO:0072358","cardiovascular system development",2.40663547930491e-19,1.75357438358841e-10,"BP",FALSE
"circulatory system development","GO:0072359","circulatory system development",1.06710628033369e-21,2.06342328565081e-14,"BP",FALSE
"protein phosphatase activator activity","GO:0072542","protein phosphatase activator activity",0.0312985610053541,0.00267578310141168,"MF",FALSE
"regulation of primary metabolic process","GO:0080090","regulation of primary metabolic process",0.00621244182745255,1.18578522762389e-19,"BP",FALSE
"regulation of cell migration involved in sprouting angiogenesis","GO:0090049","regulation of cell migration involved in sprouting angiogenesis",0.00110285144096298,0.013526775842637,"BP",FALSE
"regulation of anatomical structure size","GO:0090066","regulation of anatomical structure size",3.05322769977713e-05,0.00135528631279977,"BP",FALSE
"negative regulation of canonical Wnt signaling pathway","GO:0090090","negative regulation of canonical Wnt signaling pathway",0.04136391138426,0.0253695268843176,"BP",FALSE
"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",2.23550100656466e-07,5.87522857213664e-05,"BP",FALSE
"positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",0.000246202592174633,0.0424633052846011,"BP",FALSE
"negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",0.00230479719455897,0.00773760672237283,"BP",FALSE
"regulation of cell-substrate junction assembly","GO:0090109","regulation of cell-substrate junction assembly",2.68051846744042e-07,0.000784504240090108,"BP",FALSE
"tissue migration","GO:0090130","tissue migration",3.35369279121432e-09,1.48111974366342e-09,"BP",FALSE
"epithelium migration","GO:0090132","epithelium migration",8.06289641947922e-09,5.73579604440992e-10,"BP",FALSE
"epithelial cell-cell adhesion","GO:0090136","epithelial cell-cell adhesion",0.0172182846565601,0.0146962037228359,"BP",FALSE
"regulation of kidney development","GO:0090183","regulation of kidney development",0.000973537773013152,0.0415819503172025,"BP",FALSE
"regulation of cellular response to growth factor stimulus","GO:0090287","regulation of cellular response to growth factor stimulus",5.02973407192609e-10,1.59284323151428e-07,"BP",FALSE
"negative regulation of cellular response to growth factor stimulus","GO:0090288","negative regulation of cellular response to growth factor stimulus",0.000223793197613081,0.0024098659619949,"BP",FALSE
"regulation of protein deacetylation","GO:0090311","regulation of protein deacetylation",0.0203310978576147,0.0358027344774669,"BP",FALSE
"epiboly involved in wound healing","GO:0090505","epiboly involved in wound healing",0.00966882979265829,0.0427504290332726,"BP",FALSE
"sensory organ morphogenesis","GO:0090596","sensory organ morphogenesis",1.19424435845785e-10,3.6102427012027e-13,"BP",FALSE
"glycoprotein complex","GO:0090665","glycoprotein complex",0.0102160645427121,0.00645096865836131,"CC",FALSE
"perinuclear endoplasmic reticulum","GO:0097038","perinuclear endoplasmic reticulum",0.0183013718307082,0.0142764191945711,"CC",FALSE
"synaptic membrane","GO:0097060","synaptic membrane",2.41108805941498e-22,0.028887666049918,"CC",FALSE
"dendritic spine organization","GO:0097061","dendritic spine organization",0.0031738564454919,0.00308364676187839,"BP",FALSE
"synaptic vesicle clustering","GO:0097091","synaptic vesicle clustering",0.0126608823397143,0.00121374720871736,"BP",FALSE
"postsynaptic density organization","GO:0097106","postsynaptic density organization",0.000251468939599258,0.0123021207181066,"BP",FALSE
"postsynaptic density assembly","GO:0097107","postsynaptic density assembly",0.00118077211953529,0.0220884937698278,"BP",FALSE
"neuroligin family protein binding","GO:0097109","neuroligin family protein binding",0.0430452769445235,0.0054756867423409,"MF",FALSE
"postsynaptic density protein 95 clustering","GO:0097119","postsynaptic density protein 95 clustering",0.0188174402144218,0.000844407039368808,"BP",FALSE
"receptor localization to synapse","GO:0097120","receptor localization to synapse",4.92360572617807e-05,0.00563448608355825,"BP",FALSE
"neuronal stem cell population maintenance","GO:0097150","neuronal stem cell population maintenance",0.0281887448653211,0.0141468246997261,"BP",FALSE
"mesenchymal cell apoptotic process","GO:0097152","mesenchymal cell apoptotic process",0.00561084247788623,0.000588298404325747,"BP",FALSE
"supramolecular fiber organization","GO:0097435","supramolecular fiber organization",8.82177824998452e-15,0.000279833994501815,"BP",FALSE
"dendritic tree","GO:0097447","dendritic tree",1.64339416415605e-18,0.00562947791202841,"CC",FALSE
"neuron projection guidance","GO:0097485","neuron projection guidance",2.21832324401244e-06,1.89959504532577e-19,"BP",FALSE
"contractile actin filament bundle","GO:0097517","contractile actin filament bundle",0.000281394911480826,9.43770320031725e-05,"CC",FALSE
"calcineurin-mediated signaling","GO:0097720","calcineurin-mediated signaling",0.000109834798805857,0.00220188751129732,"BP",FALSE
"ligand-activated transcription factor activity","GO:0098531","ligand-activated transcription factor activity",3.43087456608548e-08,1.15287919796851e-05,"MF",FALSE
"membrane region","GO:0098589","membrane region",1.43260121287232e-10,0.000491126167935926,"CC",FALSE
"cell-cell adhesion","GO:0098609","cell-cell adhesion",2.57686224335235e-14,1.83214610757151e-06,"BP",FALSE
"Schaffer collateral - CA1 synapse","GO:0098685","Schaffer collateral - CA1 synapse",0.000149289309280097,0.00221139371250036,"CC",FALSE
"postsynaptic specialization assembly","GO:0098698","postsynaptic specialization assembly",0.000892218874721747,0.0252639011159817,"BP",FALSE
"maintenance of cell number","GO:0098727","maintenance of cell number",0.0193099980207509,2.23471881984662e-06,"BP",FALSE
"macromolecule deacylation","GO:0098732","macromolecule deacylation",0.0302865779569748,0.00415047966047834,"BP",FALSE
"cell-cell adhesion via plasma-membrane adhesion molecules","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules",0.00677918361537634,0.000217729088949617,"BP",FALSE
"cell aggregation","GO:0098743","cell aggregation",0.00966882979265829,0.00814899705205019,"BP",FALSE
"molecular function regulator","GO:0098772","molecular function regulator",4.68992785211289e-09,0.00374850150866502,"MF",FALSE
"postsynapse","GO:0098794","postsynapse",1.9513282841126e-31,0.000844389667818844,"CC",FALSE
"postsynaptic density membrane","GO:0098839","postsynaptic density membrane",1.68749596025943e-10,0.0013277563227877,"CC",FALSE
"membrane microdomain","GO:0098857","membrane microdomain",1.15488725594029e-10,0.000458599263707251,"CC",FALSE
"intrinsic component of presynaptic membrane","GO:0098889","intrinsic component of presynaptic membrane",0.00101007943310829,0.0112400105976362,"CC",FALSE
"intrinsic component of postsynaptic membrane","GO:0098936","intrinsic component of postsynaptic membrane",2.10046314947643e-10,0.00600506205531476,"CC",FALSE
"intrinsic component of postsynaptic specialization membrane","GO:0098948","intrinsic component of postsynaptic specialization membrane",3.23175343740188e-10,0.00384040419287169,"CC",FALSE
"glutamatergic synapse","GO:0098978","glutamatergic synapse",1.98169730587636e-19,3.72285555969251e-05,"CC",FALSE
"neuron to neuron synapse","GO:0098984","neuron to neuron synapse",3.54728487794227e-19,0.000882180457586338,"CC",FALSE
"presynapse assembly","GO:0099054","presynapse assembly",0.000433373857188345,0.000751777993341694,"BP",FALSE
"integral component of postsynaptic membrane","GO:0099055","integral component of postsynaptic membrane",9.03063976952585e-10,0.00595886941528704,"CC",FALSE
"integral component of presynaptic membrane","GO:0099056","integral component of presynaptic membrane",0.00387965148774714,0.0257762530362726,"CC",FALSE
"integral component of postsynaptic specialization membrane","GO:0099060","integral component of postsynaptic specialization membrane",1.21604619791322e-09,0.00200128991265006,"CC",FALSE
"integral component of postsynaptic density membrane","GO:0099061","integral component of postsynaptic density membrane",8.20689457381427e-07,8.71282421262915e-05,"CC",FALSE
"postsynapse assembly","GO:0099068","postsynapse assembly",0.000675915817904633,0.00348735683348895,"BP",FALSE
"regulation of postsynaptic membrane neurotransmitter receptor levels","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels",2.68206292440099e-05,0.00830108231148287,"BP",FALSE
"postsynaptic specialization organization","GO:0099084","postsynaptic specialization organization",0.000287721639057741,0.0114341009125218,"BP",FALSE
"intrinsic component of postsynaptic density membrane","GO:0099146","intrinsic component of postsynaptic density membrane",2.2685585265411e-07,0.000237036647074189,"CC",FALSE
"regulation of postsynaptic specialization assembly","GO:0099150","regulation of postsynaptic specialization assembly",0.0407447072049329,0.00826031843480017,"BP",FALSE
"regulation of postsynaptic density assembly","GO:0099151","regulation of postsynaptic density assembly",0.0398178288723573,0.0144296508431709,"BP",FALSE
"presynapse organization","GO:0099172","presynapse organization",0.000656337378182007,0.00135072395514302,"BP",FALSE
